Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1210,CAFR5310,,"Blue Source, LLC","Blue Source, LLC",Blue Source-Westervelt Atlantic Coast Improved Forest Management Project,The Westervelt Company,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Franklin, VA",VIRGINIA,US,,,,,11/04/2015,,View,View,
CAR1212,CAFR5312,,"Blue Source, LLC","Blue Source, LLC",Blue Source-Westervelt Gulf Coast Improved Forest Management Project,The Westervelt Company,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,Waynesboro,MISSISSIPPI,US,,,,,11/04/2015,,View,View,
CAR1211,CAFR5311,,"Blue Source, LLC","Blue Source, LLC",Blue Source-Westervelt Piedmont Improved Forest Management Project,The Westervelt Company,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Buhl, AL",ALABAMA,US,,,,,11/04/2015,,View,View,
CAR1201,CAFR5301,,"Blue Source, LLC","Blue Source, LLC",Blue Source-Winchendon Improved Forest Management Project,Winchendon Forest LLC,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,Ashby,MASSACHUSETTS,US,,,,,10/30/2015,,View,View,
CAR1209,CAFR5309,,"Blue Source, LLC","Blue Source, LLC",Blue Source-Wolf River Improved Forest Management Project,"Wolf River ATP, LP",Blue Source LLC,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Antigo, WI",WISCONSIN,US,,,,670345,11/04/2015,10/26/2017,View,View,
CAR1426,CAFR5426,,"Blue Source, LLC","Blue Source, LLC",Bluesource - Allagash Headwaters Improved Forest Management Project,"Hull Forestlands Maine, LLC",Bluesource LLC,,Improved Forest Management - ARB Compliance,Completed,,Piscataquis County,MAINE,US,,,,,07/30/2020,,View,View,
CAR439,NA,,"Blue Source, LLC","Blue Source, LLC",Bluesource - Camelot Landfill,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Lewisville,TEXAS,US,,,,471439,03/30/2009,12/14/2009,View,View,
CAR1247,NA,,"Blue Source, LLC","Carroll MT Properties, LLC",Bluesource - Carroll Avoided Grassland Conversion Project,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,"Valley County, MT",MONTANA,US,,,,69843,12/20/2016,01/18/2019,View,View,
CAR551,NA,,"Blue Source, LLC","Blue Source, LLC",Bluesource - Indian Creek Landfill Gas Project,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Tazewell County, Hopedale",ILLINOIS,US,,,Project has exceeded its NMOC threshold. It was required to have a GCCS installed by 10/29/2012,150060,12/03/2009,07/27/2011,View,View,
CAR469,NA,,"Blue Source, LLC","Blue Source, LLC",Bluesource - MP Greenwood Landfill Gas to Energy Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Greenwood County; Greenwood; 1 Mi. N of Greenville,SOUTH CAROLINA,US,,,,78888,07/16/2009,12/08/2011,View,View,www.methanepower.net
CAR482,NA,,"Blue Source, LLC","Blue Source, LLC",Bluesource - MP Wilson Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Wilson County,NORTH CAROLINA,US,,,,32982,08/27/2009,01/13/2012,View,View,www.methanepower.net
CAR830,NA,,"Blue Source, LLC","Blue Source, LLC",Bluesource - Sarpy County Landfill Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Sarpy County, Nebraska",NEBRASKA,US,,,,32342,06/16/2011,08/28/2012,View,View,
CAR1564,NA,,Soda Creek Inc.,Soda Creek Inc.,Bluesource - Soda Creek Avoided Grassland Conversion Project,,,"Ruby Canyon Environmental, Inc.",Avoided Grassland Conversion,Listed,Not ARB Eligible,"McCone County, Montana",MONTANA,US,,,,,09/14/2022,,View,View,
CAR878,NA,,"City of Lincoln, NE","City of Lincoln, NE",Bluff Road Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Lincoln,NEBRASKA,US,,,,332253,08/04/2011,01/27/2014,View,View,
CAR1284,NA,CARC1394,Climate Trust Capital Fund I LP,The Nature Conservancy,BNW Ranch,,,SCS Global Services,Avoided Grassland Conversion,Registered,Not ARB Eligible,Wallowa County,OREGON,US,,,,16109,11/20/2017,12/17/2019,View,View,
CAR1260,NA,CARC1394,Climate Trust Capital Fund I LP,The Nature Conservancy,BNW West,,,SCS Global Services,Avoided Grassland Conversion,Registered,Not ARB Eligible,Wallowa County,OREGON,US,,,,5674,05/10/2017,12/17/2019,View,View,
CAR1509,NA,CARC1512,SESISA,Ejido Candelaria II,Bonos Comunitarios CO2-Candelaria II,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,,Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,10930,08/04/2021,09/30/2022,View,View,ninguna
CAR1508,NA,CARC1512,SESISA,ejido el naranjal,Bonos Comunitarios CO2-El Naranjal,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,,Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,8117,08/04/2021,09/30/2022,View,View,ninguna
CAR1510,NA,CARC1512,SESISA,EJIDO SAN ANTONIO TUK,Bonos Comunitarios CO2-San Antonio Tuk,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,,Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,7757,08/04/2021,09/30/2022,View,View,ninguna
CAR1612,NA,CARC1640,SESISA,EJIDO KANKABCHEN,Bonos Comunitarios CO2_Ejido Kankabchen,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Mexico, Quintana Roo, Jose Maria Morelos, Localidad Kakabchen",QUINTANA ROO,MX,,,,,09/02/2022,,View,View,Ninguna
CAR1613,NA,CARC1640,SESISA,EJIDO X-YATIL,Bonos Comunitarios CO2_Ejido X-yatil,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Mexico,Quintana Roo, Felipe Carrillo Puerto, Localidad X-yatil",QUINTANA ROO,MX,,,,,09/02/2022,,View,View,Ninguna
CAR1511,NA,CARC1512,SESISA,ejido san felipe oriente,Bonos Comunitarios CO2_San Felipe Oriente,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,,Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,1451,08/04/2021,09/30/2022,View,View,ninguna
CAR1611,NA,CARC1640,SESISA,EJIDO LAZARO CARDENAS,Bonos Comunitarios:Ejido Lazaro Cardenas,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Mexico,Quintana Roo, Jose Maria Morelos, Localidad Lazaro Cardenas",QUINTANA ROO,MX,,,,,09/02/2022,,View,View,Ninguna
CAR1587,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO CONCEPCIÓN DEL MONTE,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Concepción del Monte,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Concepción del Monte, Municipio de San José del Rincón, Estado de México",STATE OF MÉXICO,MX,,,,,06/01/2022,,View,View,
CAR1588,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO LAS ROSAS,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Las Rosas,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Las Rosas, Municipio de San José del Rincón, Estado de México",STATE OF MÉXICO,MX,,,,,06/01/2022,,View,View,
CAR1589,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO LOS LOBOS,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Los Lobos,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Domicilio Conocido, Los Lobos Centro, San José del",STATE OF MÉXICO,MX,,,,,06/01/2022,,View,View,
CAR1590,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO ROSA DE PALO AMARILLO,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Rosa de Palo Amarillo,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Domicilio Conocido, Ejido Rosa de Palo Amarillo, San José del Rincón, Estado de México, México",STATE OF MÉXICO,MX,,,,,06/01/2022,,View,View,
CAR1591,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO SAN FELIPE DE JESÚS,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido San Felipe de Jesús,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Domicilio Conocido, Ejido San Felipe de Jesús, San José del Rincón, Estado de México, México",STATE OF MÉXICO,MX,,,,,06/01/2022,,View,View,
CAR440,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Bos Dairy,Environmental Credit Corp.,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Fair Oaks, IN",INDIANA,US,,,,4077,08/28/2009,05/10/2013,View,View,N/A
CAR1112,CAFR5112,,Sierra Pacific Industries,Sierra Pacific Industries,Bowman Lake,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,Nevada and Sierra Counties West of Bowman Lake,CALIFORNIA,US,,,,,02/13/2015,,View,View,
CAR474,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Bridgewater Dairy LLC,"Camco International Group, Inc.",N/A,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Montpelier (Williams County),OHIO,US,,,,56098,07/30/2009,07/19/2010,View,View,
CAR1122,CALS5122,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Montpelier,OHIO,US,,,,68510,02/03/2015,11/02/2015,View,View,
CAR1555,NA,,"South Pole USA, Inc.","South Pole USA, Inc.",Brimex Energy and Biogas,,,,Livestock - MX,Listed,Not ARB Eligible,Lagos de Moreno,JALISCO,MX,,,,,05/10/2022,,View,View,
CAR419,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Brook View Dairy,"TerraPass, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Freeport,MICHIGAN,US,,,,45741,04/17/2009,11/17/2009,View,View,
CAR1036,CALS5041,,"3Degrees Group, Inc","3Degrees Group, Inc",Brook View Dairy Methane Reduction Project,"Brook View Dairy, LLC","3Degrees Group, Inc",,Livestock - ARB Compliance,Registered,Active ARB Project,Freeport,MICHIGAN,US,,,Reported under CAR419 prior to transition to the ARB Compliance Offset Protocol,153757,01/15/2014,08/25/2014,View,View,
CAR1095,CAFR5096,,"Coastal Forestlands, LTD., a California Limited Partnership","Coastal Forestlands, LTD., a California Limited Partnership",Brushy Mountain,"Coastal Forestlands, LTD., a California Limited Partnership",James D. Clark,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,2203419,10/01/2014,09/22/2015,View,View,
CAR1066,CAFR5058,,Sierra Pacific Industries,Sierra Pacific Industries,Buck Mountain ARB002,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Siskiyou County,CALIFORNIA,US,,,,396583,04/25/2014,02/05/2016,View,View,
CAR1013,CAFR5055,,The Conservation Fund,The Conservation Fund,Buckeye Forest Project,Sustainable Conservation Inc.,The Conservation Fund,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Sonoma County,CALIFORNIA,US,,,,1133450,10/09/2013,06/08/2015,View,View,
CAR1113,CAFR5113,,Sierra Pacific Industries,Sierra Pacific Industries,Bull Creek,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,In Butte and Tehama Counties nort east of Chico,CALIFORNIA,US,,,,,08/04/2015,,View,View,
CAR1379,CAFR6379,,Sierra Pacific Industries,Sierra Pacific Industries,Bull Creek 2019,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,,Butte and Tehama Counties,CALIFORNIA,US,,,"combined CAR1378, CAR1379, CAR1380 into CAR1381",,05/12/2021,,View,View,
CAR531,NA,,Buncombe County,Buncombe County,Buncombe County Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Buncombe County,NORTH CAROLINA,US,,,,241921,01/14/2010,04/24/2012,View,View,www.buncombecounty.org
CAR423,NA,,"Timberline Energy, LLC","Timberline Energy, LLC",Butler County Landfill Pipeline Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,David City,NEBRASKA,US,,,,165136,01/07/2009,08/06/2009,View,View,timberlineenergy.com
CAR1610,NA,,Bioforestal Innovación Sustentable S.C.,C.P. Lagunita de San Diego,C.P. Lagunita de San Diego,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Landa de Matamoros, Querétaro, México",QUERÉTARO,MX,,,,,08/24/2022,,View,View,
CAR933,NA,,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,CalBio ORRD,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Kern County,CALIFORNIA,US,,,,24756,03/13/2012,02/28/2015,View,View,
CAR1136,CALS5183,,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,CalBio ORRD Project,ABEC Bidart-Old River LLC,None,,Livestock - ARB Compliance,Registered,Active ARB Project,Kern County,CALIFORNIA,US,,,,220747,02/27/2015,06/25/2018,View,View,
CAR1491,CAFR6491,,Sierra Pacific Industries,Sierra Pacific Industries,Camp Refo,Sierra Pacific Industries,None,,Reforestation - ARB Compliance,Listed,Proposed Project,Butte County,CALIFORNIA,US,,,,,06/17/2021,,View,View,
CAR515,NA,,Republic Services,Republic Services,Canadian Valley Landfill,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Shawnee,OKLAHOMA,US,,,,71633,11/12/2009,03/23/2011,View,View,
CAR1486,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",PIEDRA CANTEADA SOCIEDAD DE SOLIDARIDAD SOCIAL,"CAPTURA DE CARBONO EN EL BOSQUE DE LA SOCIEDAD DE SOLIDARIDAD SOCIAL PIEDRA CANTEADA, NANACAMILPA  DE MARIANO  ARISTA, TLAXCALA,MEXICO",,,,Forestry - MX,Registered,Not ARB Eligible,"NANACAMILPA DE MARIANO ARISTA,TLAXCALA",TLAXCALA,MX,,,,10492,12/30/2021,02/18/2023,View,View,http://www.piedracanteada.com.mx
CAR1626,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO CHAVARRIA VIEJO,"CAPTURA DE CARBONO EN LOS BOSQUES DE CONIFERAS Y LATIFOLIADAS EN EL EJIDO CHAVARRIA VIEJO,MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,,12/08/2022,,View,View,
CAR1455,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",COMUNIDAD INDIGENA  DE NUEVO SAN JUAN PARANGARICUTIRO,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",,,,Forestry - MX,Registered,Not ARB Eligible,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,,,76994,11/25/2020,10/01/2021,View,View,https://www.facebook.com/CINSJP/
CAR1586,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO LA CUEVA Y ANEXOS,"CAPTURA DE CARBONO EN LOS BOSQUES DEL  EJIDO LA CUEVA Y ANEXOS, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,,12/09/2022,,View,View,
CAR1574,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO EL BRILLANTE,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL BRILLANTE, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,,12/09/2022,,View,View,
CAR1627,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO EL LARGO Y ANEXOS,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL LARGO Y ANEXOS, MUNICIPIO DE MADERA, ESTADO DE CHIHUAHUA, MEXICO",,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,MADERA,CHIHUAHUA,MX,,,,,02/15/2023,,View,View,
CAR1625,NA,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO SAN PABLO,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO SAN PABLO, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,,12/16/2022,,View,View,https://www.facebook.com/MaderasEjidoSanPablo/
CAR1262,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE SAN JUAN LACHAO PUEBLO NUEVO,"Captura de Carbono en San Juan Lachao, Oaxaca",,,,Forestry - MX,Registered,Not ARB Eligible,San Juan Lachao Pueblo Nuevo,OAXACA,MX,,,,49980,04/24/2018,10/17/2017,View,View,
CAR1282,NA,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Ejido San Rafael Ixtapalucan,Captura de carbono en San Rafael Ixtapalucan,,,,Forestry - MX,Registered,Not ARB Eligible,San Rafael Ixtapalucan,PUEBLA,MX,,1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,24870,10/20/2017,07/28/2020,View,View,www.icico.mx
CAR1571,NA,,Bioforestal Innovación Sustentable S.C.,Comunidad Asunción Mixtepec,Captura de Carbono Forestal Asunción Mixtepec,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Asunción Mixtepec, San Bernardo Mixtepec, Zimatlan",OAXACA,MX,,,,,04/21/2022,,View,View,
CAR1669,NA,CARC1666,BRET Consultores,EJIDO CIENEGA DE LA VACA,Captura de Carbono Forestal Ejido Ciénega de la Vaca,,,,Forestry - MX,Listed,Not ARB Eligible,GUANACEVÍ,DURANGO,MX,,,,,11/09/2022,,View,View,
CAR1667,NA,CARC1666,BRET Consultores,EJIDO EL CARMEN Y ANEXOS,Captura de Carbono Forestal Ejido El Carmen y Anexos,,,,Forestry - MX,Listed,Not ARB Eligible,Durango,DURANGO,MX,,,,,11/09/2022,,View,View,
CAR1670,NA,CARC1666,BRET Consultores,EJIDO EL ZAPOTE,Captura de Carbono Forestal Ejido El Zapote,,,,Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,,,,11/09/2022,,View,View,
CAR1668,NA,CARC1666,BRET Consultores,EJIDO OJUELOS,Captura de Carbono Forestal Ejido Los Ojuelos y Anexos,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Los Ojuelos y Anexos,DURANGO,MX,,,,,11/09/2022,,View,View,
CAR1671,NA,CARC1666,BRET Consultores,EJIDO POTRERO DE CHAIDEZ,Captura de Carbono Forestal Ejido Potrero de Chaidez,,,,Forestry - MX,Listed,Not ARB Eligible,Tepehuanes,DURANGO,MX,,,,,11/09/2022,,View,View,
CAR1325,NA,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,EJIDO SN LUCAS AMANALCO MPO DE AMANALCO DE BECERRA MEX,Captura de Carbono Forestal Ejido San Lucas,,,,Forestry - MX,Registered,Not ARB Eligible,Amanalco de Becerra,STATE OF MÉXICO,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;7. Affordable and Clean Energy;8. Decent Work and Economic Growth;10. Reduced Inequalities;12. Responsible Consumption and Production;13. Climate Action;15. Life on Land,,9946,03/21/2019,01/25/2021,View,View,
CAR1424,NA,,Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Captura de Carbono Forestal en Bosques Urbanos y Periurbanos de la Ciudad de México,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Ciudad de México, Miguel Hidalgo",DISTRITO FEDERAL,MX,,,,,07/09/2020,,View,View,https://www.sedema.cdmx.gob.mx/
